original_text,processed_text,sentiment,confidence
November 2024 dipenuhi berita penting dari kemenangan Timnas Indonesia sampai dukungan Elon Musk ke Trump. Intip kilas baliknya yuk! https://t.co/Cg9Ht0Nf2q,November 2024 dipenuhi berita penting dari kemenangan Timnas Indonesia sampai dukungan Elon Musk ke Trump . Intip kilas baliknya yuk !,Neutral,0.0
@JamalBoegis @KPK_RI @KejaksaanRI Sudah sampai mana prosesnya?,Sudah sampai mana prosesnya ?,Neutral,0.0
@ch_chotimah2 Prestasi yg mendunia.,Prestasi yg mendunia .,Neutral,0.0
@Bhau_Returns Mahila Donald Trump,Mahila Donald Trump,Neutral,0.0
@larmmy Oyis ti bebe,Oyis ti bebe,Neutral,0.0
@ChazzyVibez Keke Max,Keke Max,Neutral,0.0
ini karma gue kali ya ngetawain donald trump terus,ini karma gue kali ya ngetawain donald trump terus,Neutral,0.0
@JustEssiee heri sasa nibaki kwa nyumba,heri sasa nibaki kwa nyumba,Neutral,0.0
@Trump_MemeC 8ZUoT1izjx29uhycetb1RwUwDqWhxD25HK4RdnbGvKhy,8ZUoT1izjx29uhycetb1RwUwDqWhxD25HK4RdnbGvKhy,Neutral,0.0
@IvanBullish Gn Ivan,Gn Ivan,Positive,0.296
Hii ni nini ilianguka huku kwetu kutoka mbinguni #zelena #สาวกระต่ายกับหนุ่มfivem #السعوديه_العراق @ElonMuskAOC #BUSxICONSIAM https://t.co/w9DH8ipAdx,Hii ni nini ilianguka huku kwetu kutoka mbinguni zelena สาวกระต่ายกับหนุ่มfivem السعوديه_العراق BUSxICONSIAM,Neutral,0.0
 hINduPHobiA ,hINduPHobiA,Neutral,0.0
@gatauahgatau @Yurinxz @tanyakanrl Tp disana beneran pemilih trump tuh kyk aib negara disana pembaca berita aja bisa scr terang2an menunjukkan ketidaksukaannya pas kemrn trump terpilih. Ada yg marah sampe nangis pas bacain beritanya.,Tp disana beneran pemilih trump tuh kyk aib negara disana pembaca berita aja bisa scr terang2an menunjukkan ketidaksukaannya pas kemrn trump terpilih . Ada yg marah sampe nangis pas bacain beritanya .,Neutral,0.0
@Chota_trump @Rahul_indianNo1 Twtr pr yhi game khelne ate kuch log.. In sbko celeb banke jana kaha hai ...,Twtr pr yhi game khelne ate kuch log .. sbko celeb banke jana kaha hai ...,Neutral,0.0
@SatishPal02 Meeting fix karwao bhai meri Trump Shukla &amp,Meeting fix karwao bhai meri Trump Shukla & amp,Neutral,0.0
@Kevoh_254 @KweniaEcoLodge @SpaceYaMagari Umeleta pajero mbio. Ni kama hewa ya asubuhi inafanya ikimbie,Umeleta pajero mbio . Ni kama hewa ya asubuhi inafanya ikimbie,Neutral,0.0
@Yurinxz @tanyakanrl Yg bilang komen ini salah jelas2 gatau seberapa bahaya Trump buat perempuan dan minoritas. Gue kalo nikah atau punya ortu yg dukung Trump juga udah gue asingkan. Lu pada marah2 liat polisi nembak sembarangan lah di jaman Trump polisi ,Yg bilang komen ini salah jelas2 gatau seberapa bahaya Trump buat perempuan dan minoritas . Gue kalo nikah atau punya ortu yg dukung Trump juga udah gue asingkan . Lu pada marah2 liat polisi nembak sembarangan lah di jaman Trump polisi,Neutral,0.0
@danel_trump Menghindar dadi kandidat ya dadi panitia,Menghindar dadi kandidat ya dadi panitia,Neutral,0.0
Semangat adek-adek mahasiswa..,Semangat adek-adek mahasiswa ..,Neutral,0.0
@SHABAZGIL Imran khan ko JAIL SAY NIKAAL DAIN TRUMP APKO APNAY DOLLAY DIKHANAY BAND KARDAY GA USKO DIRECTION HAI KAY INKO APNAY DOLLAY DIKHAO USNAY DIKHAAI APNA JISM APNI BODY SHAPE TRYSAP BYSAP (6 Packs) WO POORA BODY BUILDER BANKAR DIKHAAI GA WARNA IMRA,Imran khan ko JAIL SAY NIKAAL DAIN TRUMP APKO APNAY DOLLAY DIKHANAY BAND KARDAY GA USKO DIRECTION HAI KAY INKO APNAY DOLLAY DIKHAO USNAY DIKHAAI APNA JISM APNI BODY SHAPE TRYSAP BYSAP ( 6 Packs ) WO POORA BODY BUILDER BANKAR DIKHAAI GA WARNA IMRA,Neutral,0.0
@letsgoalicew AliceWeidel2025 🇩🇪,AliceWeidel2025 🇩🇪,Neutral,0.0
@ImranKhanPTI Kia Trump Haqeeqi azadi dilwae ga????lanat yahoodi agents aur munafqeen pe...,Kia Trump Haqeeqi azadi dilwae ga ? ? ? ? lanat yahoodi agents aur munafqeen pe ...,Negative,-0.7319
@mhungu Kana iwe fut kundiwudza zve @ZANUPF_Official chii muhupenyu wangu iwe Dununu,Kana iwe fut kundiwudza zve chii muhupenyu wangu iwe Dununu,Neutral,0.0
@megancallmemegs Hello Megan ,Hello Megan,Neutral,0.0
️Hata Facebook hawakuona ndani kwa TikTok. Imefika hatua sasa hata Google search imezidiwa watumiaji na TikTok. Ukuaji wa ghafla hivi wa TikTok (app ya MCHINA) ulimtisha Rais wa muda huo wa Marekani bwana Donald Trump. Trump alianzisha mjadala wa kuifungia TikTok huko USA. https://t.co/HMSuGE54kS,️Hata Facebook hawakuona ndani kwa TikTok . Imefika hatua sasa hata Google search imezidiwa watumiaji na TikTok . Ukuaji wa ghafla hivi wa TikTok ( app ya MCHINA ) ulimtisha Rais wa muda huo wa Marekani bwana Donald Trump . Trump alianzisha mjadala wa kuifungia TikTok huko USA .,Neutral,0.0
@Rehman7651 Gngngn,Gngngn,Neutral,0.0
@iamZahid512 Trump Jo bola Pakistan ma woie ho ga,Trump Jo bola Pakistan woie ho ga,Neutral,0.0
@Chota_trump jai bajrangbali maharaj,jai bajrangbali maharaj,Neutral,0.0
@elonmusk @Wikipedia Woke Wikipedia https://t.co/X9iLO3mcgT,Woke Wikipedia,Neutral,0.0
@Yourpop8 Gn legend https://t.co/MIokYM4DU8,Gn legend,Positive,0.296
@iamZahid512 Trump Jo bola Pakistan ma woie ho ga,Trump Jo bola Pakistan woie ho ga,Neutral,0.0
@shadow_governor @gnosticalien @LinkyPeppertree @JoshMillsPhotos @USChuck83 @Roo13_60 @karen_tier70638 @BengalPatriot1 @DailyChronicals @tyrannysenemy @Stephx2007 @BethO29114 @KwayZeeOne @DoodlesOfGrok @joshtheobald3 @TexasTrumpTrain @jason_loff @RaniL247,,Neutral,0.0
@CivicDominance Iski funding bhi nhi milni Trump anti war hai woh new wars fund nhi kry ga aur China ny kaafi invest kya hai in Afghanistan tou yh new chawal bhi baki chawlon ki tarah thuss hojae g koi yh jhng nhi chahta internationally bhi mistri apny li,Iski funding bhi nhi milni Trump anti war hai woh new wars fund nhi kry ga aur China ny kaafi invest kya hai Afghanistan tou yh new chawal bhi baki chawlon ki tarah thuss hojae g koi yh jhng nhi chahta internationally bhi mistri apny li,Negative,-0.8689
@Kuyshopp2 Tiba tiba dapet fanservice dari trump wkwkwk,Tiba tiba dapet fanservice dari trump wkwkwk,Neutral,0.0
,,Neutral,0.0
0,0,Neutral,0.0
@Trump_MemeC 9HFmkQmTSW4QvzkU69mYEBLssvCbCkEBi1sxDDsKMB5n,9HFmkQmTSW4QvzkU69mYEBLssvCbCkEBi1sxDDsKMB5n,Neutral,0.0
@Trump_MemeC Etm4EQERrARigcMYFwtRWAxruBsaRkgKtdu3ExNadSTQ,Etm4EQERrARigcMYFwtRWAxruBsaRkgKtdu3ExNadSTQ,Neutral,0.0
@BosRiyan wkwkwk bisa aja pa trump ini,wkwkwk bisa aja pa trump ini,Neutral,0.0
@PavanKu93864482 @Venky_BO Bt Mega fans ayina untar ga vallaina tempali ga? Pongal ki return and Trump issue anevi nijamena? Leda DLMS aa?,Bt Mega fans ayina untar ga vallaina tempali ga ? Pongal ki return Trump issue anevi nijamena ? Leda DLMS aa ?,Neutral,0.0
@timotonho @edmnangagwa Hehehehehe Kwana iwe chii ichochi,Hehehehehe Kwana iwe chii ichochi,Neutral,0.0
Trump tsunamisi https://t.co/UNrKjxgjfu,Trump tsunamisi,Neutral,0.0
@OrdiRums @afelxyz @DeGodsNFT Gm Ordi,Gm Ordi,Neutral,0.0
@TRUMP_ARMY_ 100 Percent!,100 Percent !,Neutral,0.0
Trump bermimpi membeli Greenland Baca selengkapnya : https://t.co/6yNzSinbzV Buka akun: https://t.co/Bf61KHuSsL https://t.co/Q6pnkFTaaQ,Trump bermimpi membeli Greenland Baca selengkapnya : Buka akun :,Neutral,0.0
@Chota_trump Jai bajrang bali ,Jai bajrang bali,Neutral,0.0
para pejabat Trump yang bilang jika deportasi massal bisa menghentikan para penjahat. Menurut Bier hal itu tidak terjadi pada masa pemerintahan Trump sebelumnya. Deportasi massal akan menurunkan prioritas [penanganan] para pelanggar kejahatan berat kata Bier. [4] https://t.co/oiusrEcsr6,para pejabat Trump yang bilang jika deportasi massal bisa menghentikan para penjahat . Menurut Bier hal itu tidak terjadi pada masa pemerintahan Trump sebelumnya . Deportasi massal akan menurunkan prioritas [ penanganan ] para pelanggar kejahatan berat kata Bier . [ 4 ],Neutral,0.0
 Kita akan melakukan deportasi terbesar dalam sejarah Amerika. Kita tidak punya pilihan lain tidak ada pilihan lain kata Trump. Tom Homan pejabat yang dipilih Trump untuk mengurus perbatasan sudah berjanji akan melakukan penegakan hukum yang lebih ketat terkait isu...[1],Kita akan melakukan deportasi terbesar dalam sejarah Amerika . Kita tidak punya pilihan lain tidak ada pilihan lain kata Trump . Tom Homan pejabat yang dipilih Trump untuk mengurus perbatasan sudah berjanji akan melakukan penegakan hukum yang lebih ketat terkait isu ... [ 1 ],Neutral,0.0
Gaes Presiden terpilih AS Donald Trump menjadikan isu imigrasi sebagai fokus kampanyenya pada pilpres 2024. Pemerintahannya yang akan datang berencana untuk memberlakukan kebijakan imigrasi yang lebih ketat. Seperti apakah kebijakannya nanti? Baca lebih lanjut https://t.co/x0Ai3skMAh,Gaes Presiden terpilih Donald Trump menjadikan isu imigrasi sebagai fokus kampanyenya pada pilpres 2024 . Pemerintahannya yang akan datang berencana untuk memberlakukan kebijakan imigrasi yang lebih ketat . Seperti apakah kebijakannya nanti ? Baca lebih lanjut,Neutral,0.0
@Prabhasforever_ Trump inka adhikaram loki raledu ra Jan 20 na avtadu president Em dlms ra babu,Trump inka adhikaram loki raledu ra Jan 20 na avtadu president Em dlms ra babu,Neutral,0.0
@pwhnst mirip2 kaya trump ga percaya climate change,mirip2 kaya trump ga percaya climate change,Neutral,0.0
@kamaumtu_kutu0 utalewa udedi,utalewa udedi,Neutral,0.0
@SSEHBAI1 Trump tera baap hai jo dhamki lga rahe ho.....,Trump tera baap hai jo dhamki lga rahe ho .....,Neutral,0.0
@Kuyshopp2 sudah dikasih tau trump noh ekek,sudah dikasih tau trump noh ekek,Neutral,0.0
@Saurabh_MLAgk Abey bsdk abi toh kuch din pehle nanga naach raha tha tu ki Trump @ArvindKejriwal jaisa revri de raha hai USA mein https://t.co/LIzqmzp9Xj,Abey bsdk abi toh kuch din pehle nanga naach raha tha tu ki Trump jaisa revri de raha hai USA mein,Neutral,0.0
Hii sasa ndo kama ile ya trump....shida ni DOGE wetu https://t.co/yp62OU5e49,Hii sasa ndo kama ile ya trump .... shida ni DOGE wetu,Neutral,0.0
@_kelvinreal vile inafaa,vile inafaa,Negative,-0.6249
Published on YouTube: PREDICTIONS FOR BHARAT WORLD KEJRIWAL RAHUL TRUMP MODI JI IN 2025 | PVR NARASIMHA RAO https://t.co/k31KKAew4S,Published YouTube : PREDICTIONS BHARAT WORLD KEJRIWAL RAHUL TRUMP MODI JI 2025 | PVR NARASIMHA RAO,Neutral,0.0
Avunu us lo hoildays ichi trump gadu musk gadi gangiredu la vesam vesukoni inti inti ki trugutharu,Avunu us lo hoildays ichi trump gadu musk gadi gangiredu la vesam vesukoni inti inti ki trugutharu,Neutral,0.0
@naiivememe Gn legend https://t.co/g55PxVEkgJ,Gn legend,Positive,0.296
15.Presiden Trump Pemerintahan Transisi bisa bekukan NASA akan Kudeta Pemerintah Resmi 🇺🇸. ️ 🇺🇸 https://t.co/AqiYyPMfEx,15.Presiden Trump Pemerintahan Transisi bisa bekukan NASA akan Kudeta Pemerintah Resmi 🇺🇸 . ️ 🇺🇸,Neutral,0.0
@MARichardson18 @libsoftiktok Donald Trump: January 20 2025 - January 20 2029 JD Vance: January 20 2029 - January 20 2033 JD Vance: January 20 2033 - January 20 2037 Vivek Ramaswamy: January 20 2037 - January 20 2041 Vivek Ramaswamy: January 20 2041 - Jan,Donald Trump : January 20 2025 - January 20 2029 JD Vance : January 20 2029 - January 20 2033 JD Vance : January 20 2033 - January 20 2037 Vivek Ramaswamy : January 20 2037 - January 20 2041 Vivek Ramaswamy : January 20 2041 - Jan,Neutral,0.0
Perlu di ingat trump bakal dilantik januari 2025 nanti. Bisa berdampak POSITIF kalo kebijakannya mendukung perdagangan &amp,Perlu di ingat trump bakal dilantik januari 2025 nanti . Bisa berdampak POSITIF kalo kebijakannya mendukung perdagangan & amp,Neutral,0.0
@RapSheet Kerby!,Kerby !,Neutral,0.0
@TRUMP_ARMY_ Daha,Daha,Neutral,0.0
so klu trump amek yg part yg 70% tu jd negeri kt us yg balance tu mmg biar jela sbb useless..jd port test bom nuk jela.,klu trump amek yg part yg 70 % tu jd negeri kt us yg balance tu mmg biar jela sbb useless .. jd port test bom nuk jela .,Negative,-0.4215
Qur an Chapter: 34 Surah Saba #Gaza #GazaGenocide #RafahMassacre #Russia #China #Japan #USA #US #EU #Saudi #Muslim #Islam #Yemen #Egypt #Libya #Algeria #Lebanon #Syrian #IsmailHaniya #Trump #Israel #India #Pakistan #Iran #Syria #Afganistan #Tunisia https://t.co/5FJBfSnelK,Qur Chapter : 34 Surah Saba Gaza GazaGenocide RafahMassacre Russia China Japan USA US EU Saudi Muslim Islam Yemen Egypt Libya Algeria Lebanon Syrian IsmailHaniya Trump Israel India Pakistan Iran Syria Afganistan Tunisia,Neutral,0.0
Trump Orange ,Trump Orange,Neutral,0.0
@TRUMP_ARMY_ CUNT,CUNT,Negative,-0.4939
URUSI YAKATAA PENDEKEZO LA RAIS MTEULE TRUMP KUHUSU AMANI UKRAINE https://t.co/rewPFlYgkN,URUSI YAKATAA PENDEKEZO LA RAIS MTEULE TRUMP KUHUSU AMANI UKRAINE,Neutral,0.0
Trump is bananas.,Trump bananas .,Neutral,0.0
Di hari terakhir ini menuju 2025 hanya ingin mengucapkan: Pemrentah kontol dpr kontol netanyahu kontol assad kontol putin kontol jinping kontol trump kontol elon kontol buzzer kontol pelaku ks kontol pusu kontol ppn kontol Fuck 2024 next year will be even worse,Di hari terakhir ini menuju 2025 hanya ingin mengucapkan : Pemrentah kontol dpr kontol netanyahu kontol assad kontol putin kontol jinping kontol trump kontol elon kontol buzzer kontol pelaku ks kontol pusu kontol ppn kontol Fuck 2024 next year even worse,Negative,-0.765
@AynReagan Ayn Reagan ️,Ayn Reagan ️,Neutral,0.0
Gengs pemimpin dunia menyampaikan belasungkawa atas wafatnya Jimmy Carter. Sementara itu akankah Donald Trump jadi mendeportasi massal para imigran gelap di AS? Dengar selengkapnya https://t.co/Tzrbx0kNpn https://t.co/klgcbr5CnO,Gengs pemimpin dunia menyampaikan belasungkawa atas wafatnya Jimmy Carter . Sementara itu akankah Donald Trump jadi mendeportasi massal para imigran gelap di ? Dengar selengkapnya,Neutral,0.0
@TRUMP_ARMY_ Zuck a a F ck,Zuck F ck,Neutral,0.0
10.BADAI MATAHARI ini Agenda TEROR Presiden Trump &amp,10.BADAI MATAHARI ini Agenda TEROR Presiden Trump & amp,Neutral,0.0
@TRUMP_ARMY_ Aman,Aman,Neutral,0.0
@TheRealEkiswaga @ezekiel_kamwaga Mimi Trump simpendi tena simpendi. Atakachoongea hata kama kingekuwa kwa faida kwangu bado siwezi kumsikiliza. Ni haki yao kumshambulia kwa sababu alijitengenezea upande anao uamini.,Mimi Trump simpendi tena simpendi . Atakachoongea hata kama kingekuwa kwa faida kwangu bado siwezi kumsikiliza . Ni haki yao kumshambulia kwa sababu alijitengenezea upande anao uamini .,Neutral,0.0
@Trump_NewsX Dupe.,Dupe .,Negative,-0.3612
Harga Bitcoin turun setelah kenaikan drastis sepanjang tahun Harga Bitcoin turun ke $93.670 melemah $15.000 dari rekor tertinggi pertengahan Desember. Kenaikan tajam sebelumnya didorong oleh dukungan Presiden terpilih A.S Donald Trump terhadap kebijakan pro-kripto dan gagasan,Harga Bitcoin turun setelah kenaikan drastis sepanjang tahun Harga Bitcoin turun ke $ 93.670 melemah $ 15.000 dari rekor tertinggi pertengahan Desember . Kenaikan tajam sebelumnya didorong oleh dukungan Presiden terpilih A.S Donald Trump terhadap kebijakan pro-kripto dan gagasan,Neutral,0.0
@haideeur Casi ,Casi,Neutral,0.0
@RPrima789 @jogjapokeid @Lilli_fb @Espresso_Bliss @Rpri_ @Trump_Bros @vzke268 @TammyMi78233213 @traveler002 @TopHat11280480 @Todd4USA @TomHugh91304415 @ashaannabelle63 Nuhun Prima,Nuhun Prima,Neutral,0.0
6. EPISODE : BADAI MATAHARI TEROR 🇺🇸 &amp,6 . EPISODE : BADAI MATAHARI TEROR 🇺🇸 & amp,Neutral,0.0
@usmanghani_k Yeh wala trump?? https://t.co/SytnR0JfZH,Yeh wala trump ? ?,Neutral,0.0
@saras76 AI Trump Sara,AI Trump Sara,Neutral,0.0
Nabung dollar gengs Trump mau jadi presiden lagi ,Nabung dollar gengs Trump mau jadi presiden lagi,Neutral,0.0
Donald Trump vs. E. Jean Carroll: Melihat Lebih Dekat Kasus Pelecehan Seksual yang Sedang Berlangsung 31 Desember 2024 https://t.co/otJ7cUxeK5 https://t.co/EPzF3aMf4q,Donald Trump vs. E. Jean Carroll : Melihat Lebih Dekat Kasus Pelecehan Seksual yang Sedang Berlangsung 31 Desember 2024,Neutral,0.0
@BosRiyan Wkwk iya trump iya,Wkwk iya trump iya,Neutral,0.0
Sepanjang tahun 2024 $IHSG ditutup terperosok 2.65%. Tahun 2025 mgkn lebih parah lagi krn sektor riil dapat hantaman PPN ketidakpastian global krn Trump sdh dilantik bisa memicu war trade dg Tiongkok. Sektor riil biasanya tercermin ke $IHSG https://t.co/Q0Au2biEQ5,Sepanjang tahun 2024 $ IHSG ditutup terperosok 2.65 % . Tahun 2025 mgkn lebih parah lagi krn sektor riil dapat hantaman PPN ketidakpastian global krn Trump sdh dilantik bisa memicu war trade dg Tiongkok . Sektor riil biasanya tercermin ke $ IHSG,Negative,-0.5994
🇺🇸PEMERINTAHAN TRUMP BERENCANA MEMBUBARKAN GERAKAN PRO-PALESTINA Pemerintahan Trump sedang mempersiapkan kebijakan dan perangkat hukum yang ketat untuk menyasar gerakan-gerakan pro-Palestina di Amerika Serikat.,🇺🇸PEMERINTAHAN TRUMP BERENCANA MEMBUBARKAN GERAKAN PRO-PALESTINA Pemerintahan Trump sedang mempersiapkan kebijakan dan perangkat hukum yang ketat untuk menyasar gerakan-gerakan pro-Palestina di Amerika Serikat .,Neutral,0.0
Perplexity AI: Ivana Marie Ivanka Trump https://t.co/TBREz7XqW7 @IvankaTrump,Perplexity AI : Ivana Marie Ivanka Trump,Neutral,0.0
@BritLad95 Shere Kahn or Sir Kahn https://t.co/U7ZRv50Vod,Shere Kahn Sir Kahn,Neutral,0.0
Ya iya lah. Eropa punya NATO. dimana supply senjata dari kontraktor melimpah ruah setiap ada perang berkecamuk. Btw Trump lebih suka bisnis diluar perang2an.,Ya iya lah . Eropa punya NATO . dimana supply senjata dari kontraktor melimpah ruah setiap ada perang berkecamuk . Btw Trump lebih suka bisnis diluar perang2an .,Neutral,0.0
@TRUMP_ARMY_ @TuckerCarlson Go MAHA!!,Go MAHA ! !,Neutral,0.0
@Got2BeMyself trump aka elon,trump aka elon,Neutral,0.0
@Trump_MemeC HAhaPVFnwPAHfzEBRUq2Wj8FcqhyzxvDJo5rpegR6TJz,HAhaPVFnwPAHfzEBRUq2Wj8FcqhyzxvDJo5rpegR6TJz,Neutral,0.0
@danel_trump Alhamdulillah.. Amaaan,Alhamdulillah .. Amaaan,Neutral,0.0
@TRUMP_ARMY_ Aman,Aman,Neutral,0.0
@TrueFactsStated Trump= Putin= anti USA!,Trump= Putin= anti USA !,Negative,-0.3802
Ngopi sih ini mah harusnya yuk akh gaskeun,Ngopi sih ini mah harusnya yuk akh gaskeun,Neutral,0.0
@catturd2 Mengele,Mengele,Neutral,0.0
@leubanks63 @JDVanceNewsX HallaluYah For The Trump Administration HallaluYah 🇺🇸️️🇺🇸,HallaluYah Trump Administration HallaluYah 🇺🇸️️🇺🇸,Neutral,0.0
@ReturnOfKappy Pedowood,Pedowood,Neutral,0.0
@YazanXBT Haaaa Buser telah mengirimkan mog coin ke dompet Donal Trump,Haaaa Buser telah mengirimkan mog coin ke dompet Donal Trump,Neutral,0.0
@taharudddin Trump aja berani masa pororo ngga ,Trump aja berani masa pororo ngga,Neutral,0.0
@de_folder @msaid_didu Orang semacam trump terancam mati mengenaskan.,Orang semacam trump terancam mati mengenaskan .,Neutral,0.0
@buitengebieden Kitty voodoo,Kitty voodoo,Neutral,0.0
@elyorga124 @Kuke_cj Goku sapeee,Goku sapeee,Neutral,0.0
@CAMERALIVE6849 Wuzeet jgn2 punya bukti juga buat bikin donald trump kaga dilantik dan harus masuk penjara,Wuzeet jgn2 punya bukti juga buat bikin donald trump kaga dilantik dan harus masuk penjara,Neutral,0.0
Mahkamah tolak rayuan Trump kekal keputusan kes serangan seksual Mahkamah Rayuan Persekutuan Amerika Syarikat Donald Trump serangan seksual E. Jean Carroll keputusan juri #SinarHarian #DonaldTrump #seranganseksual https://t.co/YaX7FQRXPk,Mahkamah tolak rayuan Trump kekal keputusan kes serangan seksual Mahkamah Rayuan Persekutuan Amerika Syarikat Donald Trump serangan seksual E. Jean Carroll keputusan juri SinarHarian DonaldTrump seranganseksual,Neutral,0.0
Gaada yang tau market kemana cuma yang jelas januari trump jadi presiden gw yakin narasi bullish dari presiden amerika pasti berimpact ke market oiya jangan lupa wlfi aka donald trump family koleksi banyak banget ethereum https://t.co/FVKXd8vgUz,Gaada yang tau market kemana cuma yang jelas januari trump jadi presiden gw yakin narasi bullish dari presiden amerika pasti berimpact ke market oiya jangan lupa wlfi aka donald trump family koleksi banyak banget ethereum,Neutral,0.0
Bahahahahaha,Bahahahahaha,Neutral,0.0
@Chelaa_03 @heiswonnen_ Trump amesema utafte wiraa,Trump amesema utafte wiraa,Neutral,0.0
@atensnut Is that Kamala?,Kamala ?,Neutral,0.0
Marekani,Marekani,Neutral,0.0
@rafaelbanido_ Trump krlh,Trump krlh,Neutral,0.0
Donald Trump cita censura X no Brasil. https://t.co/ZLEBmOoPOo,Donald Trump cita censura X Brasil .,Neutral,0.0
@dudaesnupi Trump krlh,Trump krlh,Neutral,0.0
@NationAfrica Hii nayo Gaitho alisema mtaweka. Omtatah doing the Trump a$$@sination fist sign ‍,Hii nayo Gaitho alisema mtaweka . Omtatah Trump $ $ fist sign ‍,Neutral,0.0
Narenda Mohdi? No! Sheev Trump! https://t.co/66cupIUCYW,Narenda Mohdi ? ! Sheev Trump !,Neutral,0.0
@colliemogs Donkey Kong 94,Donkey Kong 94,Neutral,0.0
@NEBASARK @AngelaYaababy Monkey paaaa,Monkey paaaa,Neutral,0.0
@matthewdmarsden VIVEK VS ELON BS TRUMP!,VIVEK VS ELON BS TRUMP !,Neutral,0.0
@cz_binance Depin,Depin,Neutral,0.0
@GeekonomyYT Trump Netanyahu Putin Abascal,Trump Netanyahu Putin Abascal,Neutral,0.0
Mahkamah Rayuan Persekutuan AS mengekalkan keputusan juri yang mendapati Trump telah melakukan serangan seksual terhadap E. Jean Carroll. https://t.co/JhDFAxsOgt #AWANInews #AWANIpagi,Mahkamah Rayuan Persekutuan mengekalkan keputusan juri yang mendapati Trump telah melakukan serangan seksual terhadap E. Jean Carroll . AWANInews AWANIpagi,Neutral,0.0
@musqoo_official Edudzi Tamakloe,Edudzi Tamakloe,Neutral,0.0
Bwahaha,Bwahaha,Positive,0.1027
@southgrace427 @har21240 @PioneerWoman97 @PioneerWoman97. Shazam!!! ,. Shazam ! ! !,Neutral,0.0
@SKhan_520 Teri ami sy bat hoi ho gi trump ki,Teri ami sy bat hoi ho gi trump ki,Neutral,0.0
@KabagambeI @ScoviaMutesi Wa mugabo we ngenda ndushaho kugukunda uko iminsi itambuka! Buriya hari ukuntu nabonye ufite ubumuntu muri wowe!,Wa mugabo ngenda ndushaho kugukunda uko iminsi itambuka ! Buriya hari ukuntu nabonye ufite ubumuntu muri wowe !,Neutral,0.0
Melania Trump https://t.co/SEmunaUBXm via @YouTube,Melania Trump via,Neutral,0.0
@TheRickWilson Trump won HAHAHAHHAHAHAJA,Trump HAHAHAHHAHAHAJA,Neutral,0.0
@rasmr_eth trump temu edition,trump temu edition,Neutral,0.0
Melania Trump https://t.co/c9imufKisc via @YouTube,Melania Trump via,Neutral,0.0
@MattWallace888 DEI hiring is dangerous,DEI hiring dangerous,Negative,-0.4767
@SaveAmericaNew Rata,Rata,Neutral,0.0
@RossKneeDeep TRUMP HAS AN IQ TWICE THAT OF YOU AND KAMALALALALA https://t.co/qxKR23BJMU,TRUMP IQ TWICE KAMALALALALA,Neutral,0.0
@jemima_cletus @AcalaNetwork GM GM Jemima,GM GM Jemima,Neutral,0.0
ISUPK Classes ️️️ #instagood #fyp #viral #education #latina #family #artistofinstagram #trending #trend #Blackexcellence #love #israelites #isupk #easternshore #baltimore #diddy #Trump https://t.co/ULfrWRWYQD,ISUPK Classes ️️️ instagood fyp viral education latina family artistofinstagram trending trend Blackexcellence love israelites isupk easternshore baltimore diddy Trump,Positive,0.6369
https://t.co/OvxayycGNu Kamala vs Trump Lore,Kamala vs Trump Lore,Neutral,0.0
TRUMP / MELANIA https://t.co/9EgBYXuNVz,TRUMP / MELANIA,Neutral,0.0
@AhmedDocbabloo JazakAllah ,JazakAllah,Neutral,0.0
Mufasa King of Malala Trump,Mufasa King Malala Trump,Neutral,0.0
@Trumpsolana0X Let s go Trump EmjcGJhugRsFq1kkGya7Fp9oQRG8iae7SmNCwByqtVtw,Let go Trump EmjcGJhugRsFq1kkGya7Fp9oQRG8iae7SmNCwByqtVtw,Neutral,0.0
@AshySlasheeDB Melania Trump,Melania Trump,Neutral,0.0
@AesPolitics1 Ketamine.,Ketamine .,Neutral,0.0
Luigi Trump,Luigi Trump,Neutral,0.0
@HSHRAW Nokungena dosi nje sekuyatinyela!! Oh Trump bakithi ‍ https://t.co/C0aL6XZmLn,Nokungena dosi nje sekuyatinyela ! ! Oh Trump bakithi ‍,Neutral,0.0
@ChelseaFC Mtchwww,Mtchwww,Neutral,0.0
@ellymelly Bukele Trump Orban,Bukele Trump Orban,Neutral,0.0
@FGaitho237 @realDonaldTrump @elonmusk @karolineleavitt @IvankaTrump @DonaldJTrumpJr @USAmbKenya Sasa unabweka kwa wakoloni trump ukudinya,Sasa unabweka kwa wakoloni trump ukudinya,Neutral,0.0
Kuri uyu wa mbere Perezida Joe Biden yavuze ko Amerika izoherereza Ukraine intwaro zifite agaciro ka miliyari 2.5 z'amadolari mu gihe ubuyobozi bwe buri gukora ibishoboka byose kugira ngo mbere y'uko ashyikiriza ubutegetsi Donald Trump bukoreshe amafaranga yose bwari https://t.co/mqfSOo4ap3,Kuri uyu wa mbere Perezida Joe Biden yavuze ko Amerika izoherereza Ukraine intwaro zifite agaciro ka miliyari 2.5 z'amadolari mu gihe ubuyobozi bwe buri gukora ibishoboka byose kugira ngo mbere y'uko ashyikiriza ubutegetsi Donald Trump bukoreshe amafaranga yose bwari,Neutral,0.0
@sumloosebrakes @realgoddie_ mshow bana,mshow bana,Neutral,0.0
@RealPatrickWebb Ahhhh helll nahh,Ahhhh helll nahh,Neutral,0.0
@TheRoyalSerf Sub Saharans,Sub Saharans,Neutral,0.0
