full_text,username,label,original_text,processed_text,sentiment,confidence
Donald J Trump 2028 instead of four years Let s do eight. Who s with me ? Long as the man doing a great job let s keep him .,DaBayou335,,Donald J Trump 2028 instead of four years Let s do eight. Who s with me ? Long as the man doing a great job let s keep him .,donald trump 2028 instead four year let eight long man great job let keep,Negative,0.9772970676422119
@jjsauby Read the tweet again. Obviously this will change in a few weeks. But as of today Donald Trump is our oldest *former* president. Not making anything other than a statement of fact.,DougRussell,,@jjsauby Read the tweet again. Obviously this will change in a few weeks. But as of today Donald Trump is our oldest *former* president. Not making anything other than a statement of fact.,read tweet obvious chang week today donald trump oldest former presid make anyth statement fact,Negative,0.978875994682312
LANDSLIDE! MASSIVE MANDATE: Jake Tapper STUNNED when he learns that Kamala Harris lost ground in every county in the Nation on Biden's results. Trump gained on the Democrats in every county in the Nation. Think about that happening in Blue States too. https://t.co/5E0wuPRnTj https://t.co/VlaR4OVkqa,reardongalt,,LANDSLIDE! MASSIVE MANDATE: Jake Tapper STUNNED when he learns that Kamala Harris lost ground in every county in the Nation on Biden's results. Trump gained on the Democrats in every county in the Nation. Think about that happening in Blue States too. https://t.co/5E0wuPRnTj https://t.co/VlaR4OVkqa,landslid massiv mandat jake tapper stun learn kamala harri lost ground everi counti nation biden result trump gain democrat everi counti nation think happen blue state,Negative,0.9963311553001404
TRUMP ELON VIVEK &amp,,,TRUMP ELON VIVEK &amp,trump elon vivek amp,Positive,0.9979785084724426
@LoveMyGrands8 @DefiyantlyFree Obama's did the same shit. For crying out loud they spied on Trump!,totalimmunity,,@LoveMyGrands8 @DefiyantlyFree Obama's did the same shit. For crying out loud they spied on Trump!,obama shit cri loud spi trump,Negative,0.9948037266731262
@Donaldtrumpike Yes I Do Support Elon and Trump https://t.co/kWvy0iAL2K,BloxTanqr,,@Donaldtrumpike Yes I Do Support Elon and Trump https://t.co/kWvy0iAL2K,ye support elon trump,Positive,0.9974606037139893
@joncoopertweets apologies as a Scot I m confused: Trump is barred from office by your 14th amendment why is he even in the picture like?:),huck_66,,@joncoopertweets apologies as a Scot I m confused: Trump is barred from office by your 14th amendment why is he even in the picture like?:),apolog scot confus trump bar offic 14th amend even pictur like,Negative,0.9821164011955261
@Genflag @ConceptualJames @JackPosobiec Fact is that Nazism itself was born out of Weimar conditions exactly like we've been seeing. It comes to prominence as a reaction to the extremes of the other side and valid discussions of real issues come from it. ,veryvirology,,@Genflag @ConceptualJames @JackPosobiec Fact is that Nazism itself was born out of Weimar conditions exactly like we've been seeing. It comes to prominence as a reaction to the extremes of the other side and valid discussions of real issues come from it. ,fact nazism born weimar condit exactli like weve see come promin reaction extrem side valid discuss real issu come,Negative,0.8699657917022705
@RealAlexJones So what can be done about this? Can Trump shut all the labs down? #zelena,mfeehan5,,@RealAlexJones So what can be done about this? Can Trump shut all the labs down? #zelena,done trump shut lab,Negative,0.983407199382782
@essenviews tRump hates it!! My bet is Elon loves it!!,ValLabelle1,,@essenviews tRump hates it!! My bet is Elon loves it!!,trump hate bet elon love,Negative,0.9905028343200684
MAGA just won the American right its largest electoral victory since 1988...the only people who are trying to destroy it are pseudointellectual lunatics like this loser who claim it's woke to put Americans first or something. It's ironic because Trump's win was in part yet,RedEaglePatriot,,MAGA just won the American right its largest electoral victory since 1988...the only people who are trying to destroy it are pseudointellectual lunatics like this loser who claim it's woke to put Americans first or something. It's ironic because Trump's win was in part yet,maga american right largest elector victori sinc 1988the peopl tri destroy pseudointellectu lunat like loser claim woke put american first someth iron trump win part yet,Negative,0.9913719892501831
@wiley_inc @GovTimWalz WTF are you smoking?,ShannonLancer,,@wiley_inc @GovTimWalz WTF are you smoking?,wtf smoke,Negative,0.9827960133552551
Experts warn Trump s plan to name cartels terrorists could open door to military operations in Mexico https://t.co/kymsTwMcO7,matilda_w_,,Experts warn Trump s plan to name cartels terrorists could open door to military operations in Mexico https://t.co/kymsTwMcO7,expert warn trump plan name cartel terrorist could open door militari oper mexico,Negative,0.9722501039505005
@TheCalvinCooli1 Just another Freedom Caucus anti-Trump DeSantis fan boy fraud.,tdn451,,@TheCalvinCooli1 Just another Freedom Caucus anti-Trump DeSantis fan boy fraud.,anoth freedom caucu antitrump desanti fan boy fraud,Negative,0.9816628098487854
@JockoWind @ItsFullOfFellas @UPP_Polls You voted for Trump Give me a fucking break Trump is the poster boy for the brave new world order of oligarch's technocratic network states Out of touch with reality,JDRedding,,@JockoWind @ItsFullOfFellas @UPP_Polls You voted for Trump Give me a fucking break Trump is the poster boy for the brave new world order of oligarch's technocratic network states Out of touch with reality,vote trump give fuck break trump poster boy brave new world order oligarch technocrat network state touch realiti,Positive,0.9863714575767517
@BrianGo50669876 @RpsAgainstTrump Trump still owes him money,X_SUCKS_ASS_X,,@BrianGo50669876 @RpsAgainstTrump Trump still owes him money,trump still owe money,Negative,0.782586932182312
@GeneralMCNews That is what. You Trump supporters get this why I vote libertarian enough is enough,Gregterry11,,@GeneralMCNews That is what. You Trump supporters get this why I vote libertarian enough is enough,trump support get vote libertarian enough enough,Positive,0.8787367939949036
@TRUMP_ARMY_ Yes. Know it is a HOAX. NO GUESSING ABOUT THAT!,DanaPettigrew56,,@TRUMP_ARMY_ Yes. Know it is a HOAX. NO GUESSING ABOUT THAT!,ye know hoax guess,Negative,0.9901881814002991
@PBDsPodcast Home with my sons praying 2025 is better and God protects Trump and the USA,Kimze317813,,@PBDsPodcast Home with my sons praying 2025 is better and God protects Trump and the USA,home son pray 2025 better god protect trump usa,Negative,0.9876826405525208
In all the 2024 year-end round-ups I ve yet to see one mention of the idiot who set himself ablaze in front of the courthouse during the Trump hush money trial in April. https://t.co/UFEbsHjU0q,ShuveeIL,,In all the 2024 year-end round-ups I ve yet to see one mention of the idiot who set himself ablaze in front of the courthouse during the Trump hush money trial in April. https://t.co/UFEbsHjU0q,2024 yearend roundup yet see one mention idiot set ablaz front courthous trump hush money trial april,Negative,0.9996063113212585
@Brick_Suit Thanks Brick you know how much you meme to us bro. Still salty we didn t get a chance to meet at the now legendary MSG Trump rally Happy New Year bro!,TheRicanMemes,,@Brick_Suit Thanks Brick you know how much you meme to us bro. Still salty we didn t get a chance to meet at the now legendary MSG Trump rally Happy New Year bro!,thank brick know much meme us bro still salti get chanc meet legendari msg trump ralli happi new year bro,Positive,0.8750225901603699
@MonicaCrowley Let's see what Trump ends up doing.,paulkeres155,,@MonicaCrowley Let's see what Trump ends up doing.,let see trump end,Negative,0.7526811957359314
@pie247937 @1Kdolo @Vital_Vibration You do realize Trump has never drank alcohol Never smoked and has Never done drugs. Fairly certain no one s gonna invite Trump to a freak off Tia. U know what bothers me. U embrace the very people who r responsible 4 th,,,@pie247937 @1Kdolo @Vital_Vibration You do realize Trump has never drank alcohol Never smoked and has Never done drugs. Fairly certain no one s gonna invite Trump to a freak off Tia. U know what bothers me. U embrace the very people who r responsible 4 th,realiz trump never drank alcohol never smoke never done drug fairli certain one gon na invit trump freak tia know bother embrac peopl respons th,Negative,0.9922640323638916
@TorontoStar Cry harder. Trudeau insulted Trump for 4 years. https://t.co/joOGiSLEzk,zeldacanuck,,@TorontoStar Cry harder. Trudeau insulted Trump for 4 years. https://t.co/joOGiSLEzk,cri harder trudeau insult trump year,Negative,0.999005138874054
Support Mike Johnson for Congress. THANK GOD 2024 IS OVER. JANUARY TOMORROW. PLEASE GOD CONTROL THE LIBERALS GET PRESIDENT TRUMP IN OFFICE SO WE CAN LEAN ON HIM AND YOU. 🇺🇸 AMERICA 🇺🇸 IS A MESS https://t.co/Rkl06Kw6kY,yaya0228mom,,Support Mike Johnson for Congress. THANK GOD 2024 IS OVER. JANUARY TOMORROW. PLEASE GOD CONTROL THE LIBERALS GET PRESIDENT TRUMP IN OFFICE SO WE CAN LEAN ON HIM AND YOU. 🇺🇸 AMERICA 🇺🇸 IS A MESS https://t.co/Rkl06Kw6kY,support mike johnson congress thank god 2024 januari tomorrow pleas god control liber get presid trump offic lean america mess,Negative,0.9963874816894531
Thanks and it s my pleasure.,trump_dona1213,,Thanks and it s my pleasure.,thank pleasur,Positive,0.9998200535774231
SHOULD GENERAL MILLEY BE PROSECUTED? PLEASE ANSWER BELOW The guy who went behind Donald Trump s back and called China to warn them about him without his permission. Generals who openly brag about their sedition and treason should be prosecuted. General Milley never thought https://t.co/P1iweYRmaw,JDunlap1974,,SHOULD GENERAL MILLEY BE PROSECUTED? PLEASE ANSWER BELOW The guy who went behind Donald Trump s back and called China to warn them about him without his permission. Generals who openly brag about their sedition and treason should be prosecuted. General Milley never thought https://t.co/P1iweYRmaw,gener milley prosecut pleas answer guy went behind donald trump back call china warn without permiss gener openli brag sedit treason prosecut gener milley never thought,Negative,0.9286216497421265
@lavern_spicer We voted for change and feels like we're getting more of the same. But I get it and will trust that Trump will get him in line.,77Crowbar,,@lavern_spicer We voted for change and feels like we're getting more of the same. But I get it and will trust that Trump will get him in line.,vote chang feel like get get trust trump get line,Negative,0.9866774082183838
That's why we should place our trust in Trump. Right now he's the only one who can save our free speech republic. I hope I'm not wrong. I placed my trust in 2016 Trump. I didn't vote for anyone else.,redbetblue2,,That's why we should place our trust in Trump. Right now he's the only one who can save our free speech republic. I hope I'm not wrong. I placed my trust in 2016 Trump. I didn't vote for anyone else.,that place trust trump right he one save free speech republ hope im wrong place trust 2016 trump didnt vote anyon els,Negative,0.9953124523162842
@realTrumpNewsX Don't betray or deceive American citizens. We believe in You Mr. President Trump.,J231614404,,@realTrumpNewsX Don't betray or deceive American citizens. We believe in You Mr. President Trump.,dont betray deceiv american citizen believ mr presid trump,Positive,0.9885129928588867
@Jenny_IDLYITW @DerrickEvans4WV Trump didn t pick Johnson. House republicans did.,don_winstel,,@Jenny_IDLYITW @DerrickEvans4WV Trump didn t pick Johnson. House republicans did.,trump pick johnson hous republican,Negative,0.9971539974212646
@Sassafrass_84 yes. I'm a conservative account and Trump maga. I don't have the ambition to be a large account with many followers my purpose is to interact with other people. but I'm always losing followers for example in the past 3 days I've lost over 2,FlaPatty_R,,@Sassafrass_84 yes. I'm a conservative account and Trump maga. I don't have the ambition to be a large account with many followers my purpose is to interact with other people. but I'm always losing followers for example in the past 3 days I've lost over 2,ye im conserv account trump maga dont ambit larg account mani follow purpos interact peopl im alway lose follow exampl past day ive lost,Negative,0.9993459582328796
@popstarr65 Ummm what in the fresh hell???,TrumpTrump1111,,@popstarr65 Ummm what in the fresh hell???,ummm fresh hell,Negative,0.998618483543396
@lavern_spicer By the way Trump only won by a 1.5% margin -- one of the slimmest in a century. Never forget that.,JohnDMariana1,,@lavern_spicer By the way Trump only won by a 1.5% margin -- one of the slimmest in a century. Never forget that.,way trump 15 margin one slimmest centuri never forget,Positive,0.9830440878868103
@GuntherEagleman For real if Thune Graham Ernst tried to impede Trump s agenda as much as this guy we d primary them into oblivion. But since it s principled and people only care about pretty grandstanding to make Trump look bad it s allowed. Chip only ca,RachelAnth78911,,@GuntherEagleman For real if Thune Graham Ernst tried to impede Trump s agenda as much as this guy we d primary them into oblivion. But since it s principled and people only care about pretty grandstanding to make Trump look bad it s allowed. Chip only ca,real thune graham ernst tri imped trump agenda much guy primari oblivion sinc principl peopl care pretti grandstand make trump look bad allow chip ca,Negative,0.9993624091148376
Leave mother nature alone!,legaldawn,,Leave mother nature alone!,leav mother natur alon,Positive,0.960726261138916
@pmurphey47 @RMConservative Conservatives don't unite with liberals to move the country further left. Trump is the left. Trump is the democrats. His record proves it. It's time to wake up.,SalMoanella1,,@pmurphey47 @RMConservative Conservatives don't unite with liberals to move the country further left. Trump is the left. Trump is the democrats. His record proves it. It's time to wake up.,conserv dont unit liber move countri left trump left trump democrat record prove time wake,Negative,0.9303901791572571
@Rational119 @EricLDaugh Nothing wrong with Elon spending time with Trump. IMHO you are trying to stir up negativity.,Turningoftheti1,,@Rational119 @EricLDaugh Nothing wrong with Elon spending time with Trump. IMHO you are trying to stir up negativity.,noth wrong elon spend time trump imho tri stir neg,Negative,0.9674397110939026
@EmmaVigeland W Trump,DailyBreakfast3,,@EmmaVigeland W Trump,trump,Positive,0.9725902080535889
Chris Cuomo Says He Felt Satisfaction Over Harris Loss After Lefties Downplayed Trump Assassination Attempt #TCOT https://t.co/XYxSNTfytD,compuchris,,Chris Cuomo Says He Felt Satisfaction Over Harris Loss After Lefties Downplayed Trump Assassination Attempt #TCOT https://t.co/XYxSNTfytD,chri cuomo say felt satisfact harri loss lefti downplay trump assassin attempt,Negative,0.980207622051239
@gloyperr @bjc144 @Suresh1m @bstradingaf @immigrationgirl @GavinWax Dont get your panties in a bunch. Trump is going to take over in 20 days ask him to ban all H1B for indians. problem solved crying here wont get you anywhere.,prashant1208,,@gloyperr @bjc144 @Suresh1m @bstradingaf @immigrationgirl @GavinWax Dont get your panties in a bunch. Trump is going to take over in 20 days ask him to ban all H1B for indians. problem solved crying here wont get you anywhere.,dont get panti bunch trump go take 20 day ask ban h1b indian problem solv cri wont get anywher,Negative,0.9942428469657898
@ULTRA_MAJESTY @hellothere1025 Tbh and to give Trump the benefit of the doubt his retweet of Elon s tweet imo wasn t endorsing future HB1. I think people got emotional and it was framed in an unfair manner. Just a hunch. Trump seems to be vague and being ,khavvus,,@ULTRA_MAJESTY @hellothere1025 Tbh and to give Trump the benefit of the doubt his retweet of Elon s tweet imo wasn t endorsing future HB1. I think people got emotional and it was framed in an unfair manner. Just a hunch. Trump seems to be vague and being ,tbh give trump benefit doubt retweet elon tweet imo endors futur hb1 think peopl got emot frame unfair manner hunch trump seem vagu,Negative,0.9979228377342224
@BasedMikeLee Not at all offended because President Biden is acting like the children hiding behind him. I am looking forward to another Trump administration! Not a lot to dampen my spirits or attitude with that on it's way!,DSmyth911USA,,@BasedMikeLee Not at all offended because President Biden is acting like the children hiding behind him. I am looking forward to another Trump administration! Not a lot to dampen my spirits or attitude with that on it's way!,offend presid biden act like children hide behind look forward anoth trump administr lot dampen spirit attitud way,Negative,0.9943484663963318
@RyanAFournier Trump is the best,CashLorenShow,,@RyanAFournier Trump is the best,trump best,Positive,0.999656081199646
@Crazymoments01 @AMAZlNGNATURE This is how men lose their handys.,MozartsTrump,,@Crazymoments01 @AMAZlNGNATURE This is how men lose their handys.,men lose handi,Negative,0.9973984956741333
@FotosDeFatos Trump!,Valente352696,,@FotosDeFatos Trump!,trump,Positive,0.9725902080535889
Trump Chooses Johnsonville | ZeroHedge https://t.co/rgY1Dig7mu via @getongab,KeecoWang,,Trump Chooses Johnsonville | ZeroHedge https://t.co/rgY1Dig7mu via @getongab,trump choos johnsonvil zerohedg via,Negative,0.9907673001289368
@elonmusk The world knows better. Donald Trump is a Russian asset insurrectionist and CANNOT hold office. Amendment 14 section 3. https://t.co/2KbMAL2K4y,theewarrant,,@elonmusk The world knows better. Donald Trump is a Russian asset insurrectionist and CANNOT hold office. Amendment 14 section 3. https://t.co/2KbMAL2K4y,world know better donald trump russian asset insurrectionist hold offic amend 14 section,Negative,0.9750858545303345
@OneNoleFamily @TheUfoJoe @g_knapp @JeremyCorbell @SilvaRecord @PostDisclosure @jimmykimmel lol. If Trump went to that island you d know by now.,clydeslimeball,,@OneNoleFamily @TheUfoJoe @g_knapp @JeremyCorbell @SilvaRecord @PostDisclosure @jimmykimmel lol. If Trump went to that island you d know by now.,lol trump went island know,Negative,0.8739098310470581
KJCT reporter Ja-Ronn Alex who is a Pacific Islander told investigators he was out in the field when a taxi started following him. Are you even a U.S. Citizen? Patrick Thomas Egan allegedly shouted before strangling him. This is Trump's America now! https://t.co/Yk5Zpm1mlO,NECN,,KJCT reporter Ja-Ronn Alex who is a Pacific Islander told investigators he was out in the field when a taxi started following him. Are you even a U.S. Citizen? Patrick Thomas Egan allegedly shouted before strangling him. This is Trump's America now! https://t.co/Yk5Zpm1mlO,kjct report jaronn alex pacif island told investig field taxi start follow even us citizen patrick thoma egan allegedli shout strangl trump america,Negative,0.98734450340271
@KaitMarieox While the pursuit of exceptional talent is important it doesn t mean that companies need to fill many of their jobs with foreign workers just because they can work for less. Things are about to change when President Trump takes the reins !!!,WORLDLYWISE45,,@KaitMarieox While the pursuit of exceptional talent is important it doesn t mean that companies need to fill many of their jobs with foreign workers just because they can work for less. Things are about to change when President Trump takes the reins !!!,pursuit except talent import mean compani need fill mani job foreign worker work less thing chang presid trump take rein,Negative,0.9927725195884705
@stonkguy4 @SaltyGirl09 You already had four years of Trump. How did you not see this coming?,MarxNotNarcs,,@stonkguy4 @SaltyGirl09 You already had four years of Trump. How did you not see this coming?,alreadi four year trump see come,Positive,0.997421383857727
Trump is the swamp they said they want to drain... but he's also the racist they are deep down in places they don't want anyone to know about,Laughin_Man,,Trump is the swamp they said they want to drain... but he's also the racist they are deep down in places they don't want anyone to know about,trump swamp said want drain he also racist deep place dont want anyon know,Negative,0.9972980618476868
@Will_Bunch NY POST: source at Philly Inquirer reports Will Bunch a far leftwing DNC propagandist posing as a reporter said I don t give a flying F Trump didn t do shit on J6 we still have to say he did just like Fn Russiagate lol. We must resist this MFr,,,@Will_Bunch NY POST: source at Philly Inquirer reports Will Bunch a far leftwing DNC propagandist posing as a reporter said I don t give a flying F Trump didn t do shit on J6 we still have to say he did just like Fn Russiagate lol. We must resist this MFr,ny post sourc philli inquir report bunch far leftw dnc propagandist pose report said give fli trump shit j6 still say like fn russiag lol must resist mfr,Negative,0.9984741806983948
@novictim01 They knew. I mean they all had to know. Fools was the nicest word I could come up with. They all made the choice to perpetuate the lie because they thought Trump would never be president again. Now they are scared shitless!,HughBerenger,,@novictim01 They knew. I mean they all had to know. Fools was the nicest word I could come up with. They all made the choice to perpetuate the lie because they thought Trump would never be president again. Now they are scared shitless!,knew mean know fool nicest word could come made choic perpetu lie thought trump would never presid scare shitless,Negative,0.9941920638084412
Supreme Court Chief Justice says judicial independence under threat as Trump return looms https://t.co/81JL8ncWiq,StenRHelland,,Supreme Court Chief Justice says judicial independence under threat as Trump return looms https://t.co/81JL8ncWiq,suprem court chief justic say judici independ threat trump return loom,Negative,0.9899982810020447
Occupy Democrats announces that its new YouTube channel dedicated solely to exposing the criminality of President-elect Trump Elon Musk &amp,,,Occupy Democrats announces that its new YouTube channel dedicated solely to exposing the criminality of President-elect Trump Elon Musk &amp,occupi democrat announc new youtub channel dedic sole expos crimin presidentelect trump elon musk amp,Negative,0.9936485886573792
@Pinko69420 Trump Won ,yonn565,,@Pinko69420 Trump Won ,trump,Positive,0.9725902080535889
@MyronGainesX @FreshandFitPod It was never free speech. You were all warned to do a protest vote against Trump &amp,,,@MyronGainesX @FreshandFitPod It was never free speech. You were all warned to do a protest vote against Trump &amp,never free speech warn protest vote trump amp,Negative,0.9888228178024292
I AGREE 100% President Trump SHOULD have his Inauguration at Mar-a-Lago! 🇺🇸🇺🇸🇺🇸🇺🇸Repost if you Agree!,Gr8fulSusan,,I AGREE 100% President Trump SHOULD have his Inauguration at Mar-a-Lago! 🇺🇸🇺🇸🇺🇸🇺🇸Repost if you Agree!,agre 100 presid trump inaugur maralago repost agre,Negative,0.9976544976234436
@FoxNews All to be wiped away when Trump is in.,PRowan131,,@FoxNews All to be wiped away when Trump is in.,wipe away trump,Negative,0.8119804859161377
For constitutional attorneys like Mark Levin: Can Trump after taking the oath of office on 1/20/25 declare Martial Law and federalize local and state law enforcement to join the Feds in the mass deportation effort? This would remove the police from the control of the sanctuary,skrincosky1120,,For constitutional attorneys like Mark Levin: Can Trump after taking the oath of office on 1/20/25 declare Martial Law and federalize local and state law enforcement to join the Feds in the mass deportation effort? This would remove the police from the control of the sanctuary,constitut attorney like mark levin trump take oath offic 12025 declar martial law feder local state law enforc join fed mass deport effort would remov polic control sanctuari,Negative,0.9830980896949768
@asbell_tony Am I crazy or during the election didn't Trump talk about doing this?,shanemikel11,,@asbell_tony Am I crazy or during the election didn't Trump talk about doing this?,crazi elect didnt trump talk,Negative,0.9833695292472839
@TRUMP_ARMY_ No climate change has been happening for 5 billion years! Scammers just recently 🇨🇦,TonyPreston1225,,@TRUMP_ARMY_ No climate change has been happening for 5 billion years! Scammers just recently 🇨🇦,climat chang happen billion year scammer recent,Negative,0.9899881482124329
@libsoftiktok Trump surviving a bullet in Butler PA with his fist up Fight! God s deliverance and Trumps resilience!,ustonettr,,@libsoftiktok Trump surviving a bullet in Butler PA with his fist up Fight! God s deliverance and Trumps resilience!,trump surviv bullet butler pa fist fight god deliver trump resili,Positive,0.8651044368743896
Trump plan 'would provide legal framework' for unilateral attacks in Mexico: expert https://t.co/TmEBxUSpfh #FAFO #MexicoWillDeclareWarOnUSA #ClaudiaSheinbaum #Mexico,moralesmanny,,Trump plan 'would provide legal framework' for unilateral attacks in Mexico: expert https://t.co/TmEBxUSpfh #FAFO #MexicoWillDeclareWarOnUSA #ClaudiaSheinbaum #Mexico,trump plan would provid legal framework unilater attack mexico expert,Negative,0.9726868271827698
@bluhue123 Lies lies lies ! They probably haunt him at night but he just keeps lying . How cruel and heartless can one person be ? Trump is a monster ,LouLou90403404,,@bluhue123 Lies lies lies ! They probably haunt him at night but he just keeps lying . How cruel and heartless can one person be ? Trump is a monster ,lie lie lie probabl haunt night keep lie cruel heartless one person trump monster,Negative,0.9822062253952026
@MyronGainesX Dude think in 4D chess. What is going on right now behind the scenes with Trump and Elon? Trump is negotiating with Netanyahu to end the war in Gaza. I bet Netanyahu told Trump he needs to make Elon silence his enemies on X. And that s exact,ClairvoyantBTC,,@MyronGainesX Dude think in 4D chess. What is going on right now behind the scenes with Trump and Elon? Trump is negotiating with Netanyahu to end the war in Gaza. I bet Netanyahu told Trump he needs to make Elon silence his enemies on X. And that s exact,dude think 4d chess go right behind scene trump elon trump negoti netanyahu end war gaza bet netanyahu told trump need make elon silenc enemi exact,Negative,0.9710689187049866
@TheRoot57252511 @SpareBostonian No chance he loses by that little in a Trump midterm,Vedthalegend,,@TheRoot57252511 @SpareBostonian No chance he loses by that little in a Trump midterm,chanc lose littl trump midterm,Negative,0.9984484910964966
@AbrahamHamadeh The elections are fair for both parties...you drank the Trump Koolaid Notice Harris is not moaning and groaning about a stolen election and Trump cannot stop bragging,jamespa00984547,,@AbrahamHamadeh The elections are fair for both parties...you drank the Trump Koolaid Notice Harris is not moaning and groaning about a stolen election and Trump cannot stop bragging,elect fair partiesy drank trump koolaid notic harri moan groan stolen elect trump stop brag,Negative,0.9959153532981873
@JayVTheGreat If Donald Trump didn t do anything in his power to take care of the people keeping us from someone turning us in a globalist he wouldn t never win the election. There is no way anyone is going to tell him what to do if they want to read a bo,NEVERBOW,,@JayVTheGreat If Donald Trump didn t do anything in his power to take care of the people keeping us from someone turning us in a globalist he wouldn t never win the election. There is no way anyone is going to tell him what to do if they want to read a bo,donald trump anyth power take care peopl keep us someon turn us globalist never win elect way anyon go tell want read bo,Negative,0.9731581807136536
@glenn_tunes NYT lies are legendary especially the ones demeaning Trump.,801bermuda,,@glenn_tunes NYT lies are legendary especially the ones demeaning Trump.,nyt lie legendari especi one demean trump,Negative,0.9621820449829102
@CollinRugg Anyone else think if Trump opposed Mike Johnson that Chip here would fully support him?,JayDee8675309,,@CollinRugg Anyone else think if Trump opposed Mike Johnson that Chip here would fully support him?,anyon els think trump oppos mike johnson chip would fulli support,Negative,0.9745875000953674
@DerenicByrd Exhibit B would be when Trump deregulated the industry so they could all have their maintenance done in Mexico,BryentTroxel,,@DerenicByrd Exhibit B would be when Trump deregulated the industry so they could all have their maintenance done in Mexico,exhibit would trump deregul industri could mainten done mexico,Negative,0.9916644096374512
Republicans have never been true Christians according to the Bible you can even choose to use the Bible that Trump holds upside down like an idiot,Youtalkingtume,,Republicans have never been true Christians according to the Bible you can even choose to use the Bible that Trump holds upside down like an idiot,republican never true christian accord bibl even choos use bibl trump hold upsid like idiot,Negative,0.9996423721313477
@nikitheblogger Trump Musk,UlrikeJ95724231,,@nikitheblogger Trump Musk,trump musk,Negative,0.734642744064331
@RpsAgainstTrump Some sick part of my soul really wants Trump to start WW3 just so he taste the consequences.,damiandziedzi16,,@RpsAgainstTrump Some sick part of my soul really wants Trump to start WW3 just so he taste the consequences.,sick part soul realli want trump start ww3 tast consequ,Negative,0.9758608341217041
@joncoopertweets Happy @realDonaldTrump supporter here... Don't care. I'd rather have a half staff flag flying over the Trump White House than over a ding bat @KamalaHarris House any day of the week and twice on Sundays. #MAGA We won Jon! Enjoy your petty,KidPaveloi,,@joncoopertweets Happy @realDonaldTrump supporter here... Don't care. I'd rather have a half staff flag flying over the Trump White House than over a ding bat @KamalaHarris House any day of the week and twice on Sundays. #MAGA We won Jon! Enjoy your petty,happi support dont care id rather half staff flag fli trump white hous ding bat hous day week twice sunday jon enjoy petti,Negative,0.9936071634292603
@anthonyzenkus Oh bullshit. As if any of you clowns give a shit about this. If it were trump in office you would be singing Israel s praises. Just another excuse to vilify people on the opposite political side.,ChadVarney4,,@anthonyzenkus Oh bullshit. As if any of you clowns give a shit about this. If it were trump in office you would be singing Israel s praises. Just another excuse to vilify people on the opposite political side.,oh bullshit clown give shit trump offic would sing israel prais anoth excus vilifi peopl opposit polit side,Negative,0.9975813627243042
#Trump2025: Bold Promises for a Stronger America #usa #NewYear2025 #America #Trump #MAGA https://t.co/GKFMLdxRG4,intell_Observer,,#Trump2025: Bold Promises for a Stronger America #usa #NewYear2025 #America #Trump #MAGA https://t.co/GKFMLdxRG4,bold promis stronger america,Positive,0.9988969564437866
@DonnaNeedham10 Hopefully,PamelaL98281927,,@DonnaNeedham10 Hopefully,hope,Positive,0.99977046251297
@IanJaeger29 Trump will be a Leader of an autocracy,,,@IanJaeger29 Trump will be a Leader of an autocracy,trump leader autocraci,Positive,0.6969829797744751
@Elongetsit @DecodingFoxNews American farmers are the biggest losers in Trump s unnecessary trade war https://t.co/7hQzmv84nh,mrmikebones,,@Elongetsit @DecodingFoxNews American farmers are the biggest losers in Trump s unnecessary trade war https://t.co/7hQzmv84nh,american farmer biggest loser trump unnecessari trade war,Negative,0.9960111379623413
@RpsAgainstTrump I hate Trump. From what you have written I think you and most democrats never learn.,BenLee0538,,@RpsAgainstTrump I hate Trump. From what you have written I think you and most democrats never learn.,hate trump written think democrat never learn,Negative,0.9873894453048706
@Niknakgirl23 And all it took was electing Trump. How about that.,Hammerheads1994,,@Niknakgirl23 And all it took was electing Trump. How about that.,took elect trump,Positive,0.9765036702156067
@accordingtowoz @BADBOB62 Following,Gimpa4Trump,,@accordingtowoz @BADBOB62 Following,follow,Positive,0.9954183101654053
The left keeps warning us that Trump will be a dictator meanwhile they are forcing him to become one.,Paultalk44,,The left keeps warning us that Trump will be a dictator meanwhile they are forcing him to become one.,left keep warn us trump dictat meanwhil forc becom one,Negative,0.994539201259613
@Crazymoments01 @realDonaldTrump A DRAIN OF THE SWAMP ! What ameeica voted for God save america - thank you Americans for voting in trump n his team. ,Ishehome1,,@Crazymoments01 @realDonaldTrump A DRAIN OF THE SWAMP ! What ameeica voted for God save america - thank you Americans for voting in trump n his team. ,drain swamp ameeica vote god save america thank american vote trump team,Negative,0.9876343011856079
Nobody is going trust a X payment system anymore. Perhaps only Trump.,GeopoliticsW,,Nobody is going trust a X payment system anymore. Perhaps only Trump.,nobodi go trust payment system anymor perhap trump,Negative,0.9886016249656677
@Clarity_UnWoke @DawnAnd91320913 @SaltyGirl09 It still is. Exhaust skilled Americans first then consider foreign workers second. I m just afraid we re really limited on the skilled Americans part. I think Trump is too.,TRae764357,,@Clarity_UnWoke @DawnAnd91320913 @SaltyGirl09 It still is. Exhaust skilled Americans first then consider foreign workers second. I m just afraid we re really limited on the skilled Americans part. I think Trump is too.,still exhaust skill american first consid foreign worker second afraid realli limit skill american part think trump,Negative,0.9974986910820007
